from_key	from_name	to_key	to_name	count
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.MapEffectEntity	MapEffectEntity	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.MapItem	MapItem	m0.b	GameMap	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.MapItem	MapItem	net.fdgames.GameLogic.ConditionsSet	ConditionsSet	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	m0.b	GameMap	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	m0.e	NPCSpawnData	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.WorldEvents	WorldEvents	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.DynamicQuest	DynamicQuest	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.TiledMap.Objects.Trigger	Trigger	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.Rules.Spawn	Spawn	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.QuestVariation	QuestVariation	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.assets.AnimationLoader	AnimationLoader	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.MapObject	MapObject	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameLogic.ConditionsSet	ConditionsSet	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.Helpers.Serializer	Serializer	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.ek.Settings	Settings	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.Helpers.Shop	Shop	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.Party	Party	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.WorldRandomNames	WorldRandomNames	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.Quests	Quests	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	net.fdgames.GameWorld.DynamicEvent	DynamicEvent	1
net.fdgames.GameEntities.Final.NPC	NPC	k0.a	GameLevelRenderer	8
net.fdgames.GameEntities.Final.NPC	NPC	m0.b	GameMap	1
net.fdgames.GameEntities.Final.NPC	NPC	m0.e	NPCSpawnData	1
net.fdgames.GameEntities.Final.NPC	NPC	n0.w	FloatingText	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.IdleAI	IdleAI	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.CompanionAI	CompanionAI	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.CharacterSheet.AttributesSet	AttributesSet	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Rules.Item	Item	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Rules.Spawn	Spawn	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Rules.SkillActions	SkillActions	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.GameStats	GameStats	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.Follower	Follower	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.Pathfinding.Path	Path	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.GameLog	GameLog	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameLogic.ActionsSet	ActionsSet	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.PatrollerAI	PatrollerAI	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.Party	Party	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.ek.GPGSUpdate	GPGSUpdate	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.AI	AI	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.AI.CivilianAI	CivilianAI	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameWorld.WorldFactions	WorldFactions	1
net.fdgames.GameEntities.Final.NPC	NPC	net.fdgames.GameLogic.ConditionsSet	ConditionsSet	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.Rules.Plants	Plants	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.Rules.Plant	Plant	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Final.Player	Player	k0.a	GameLevelRenderer	11
net.fdgames.GameEntities.Final.Player	Player	l0.b	GameScreen	4
net.fdgames.GameEntities.Final.Player	Player	m0.b	GameMap	1
net.fdgames.GameEntities.Final.Player	Player	n0.l1	SkillButton	1
net.fdgames.GameEntities.Final.Player	Player	n0.w	FloatingText	1
net.fdgames.GameEntities.Final.Player	Player	n0.z	GameHUD	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.RestPoint	RestPoint	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameWorld.DynamicQuest	DynamicQuest	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Helpers.Activable	Activable	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Rules.SkillActions	SkillActions	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.MapCastle	MapCastle	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Helpers.AreasVisited	AreasVisited	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.Transition	Transition	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Helpers.Serializer	Serializer	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.ek.ControllerConfig	ControllerConfig	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.ek.Settings	Settings	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.CharacterSheet.CharacterEffects	CharacterEffects	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Helpers.GameConsole	GameConsole	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Helpers.Shop	Shop	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Helpers.Items	Items	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.MapConversation	MapConversation	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.ek.GPGSUpdate	GPGSUpdate	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.TiledMap.Objects.Bed	Bed	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.MapActor	MapActor	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameWorld.Quests	Quests	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.GameEntities.CharacterSheet.CharacterStats	CharacterStats	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.Player	Player	net.fdgames.Rules.PlayerCreation	PlayerCreation	1
net.fdgames.GameEntities.Final.Projectile	Projectile	m0.b	GameMap	1
net.fdgames.GameEntities.Final.Projectile	Projectile	k0.a	GameLevelRenderer	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.Rules.AreaEffects	AreaEffects	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.Rules.WeaponStats	WeaponStats	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Final.Projectile	Projectile	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	k0.a	GameLevelRenderer	3
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	m0.b	GameMap	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameEntities.MapObject	MapObject	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameWorld.GameLog	GameLog	1
net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameEntities.Helpers.Shop	Shop	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Final.StaticNPC	StaticNPC	net.fdgames.GameLogic.ConditionsSet	ConditionsSet	1
net.fdgames.GameEntities.Final.Trap	Trap	m0.b	GameMap	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.Rules.TrapData	TrapData	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameWorld.GameLog	GameLog	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.Rules.AreaEffects	AreaEffects	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Final.Trap	Trap	net.fdgames.GameWorld.WorldFactions	WorldFactions	1
net.fdgames.GameEntities.Final.a	Player	n0.e	CharacterMessageDialog	1
net.fdgames.GameEntities.Final.a	Player	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameWorld.GameWorld	GameWorld	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameWorld.MessageRouter	MessageRouter	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameLevel.GameLevelData	GameLevelData	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameEntities.Helpers.Factions	Factions	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.GameObject	GameObject	net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.TiledMap.Objects.RestPoint	RestPoint	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.GameEntities.Final.PlantSpawn	PlantSpawn	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.TiledMap.Objects.MapConversation	MapConversation	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.GameEntities.Final.Trap	Trap	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.GameEntities.Final.SecretDoor	SecretDoor	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.GameEntities.Final.MapItem	MapItem	1
net.fdgames.GameEntities.Helpers.Activable	Activable	net.fdgames.TiledMap.Objects.MapCastle	MapCastle	1
net.fdgames.GameEntities.Helpers.AreasVisited	AreasVisited	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Helpers.AreasVisited	AreasVisited	net.fdgames.Helpers.Serializer	Serializer	1
net.fdgames.GameEntities.Helpers.AreasVisited	AreasVisited	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.Helpers.BestiaryEntry	BestiaryEntry	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.ek.ExiledKingdoms	ExiledKingdoms	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.Helpers.Serializer	Serializer	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.GameEntities.Final.NPC	NPC	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.Helpers.BestiaryData	BestiaryData	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Helpers.Damage	Damage	net.fdgames.GameEntities.CharacterSheet.AttributesSet	AttributesSet	1
net.fdgames.GameEntities.Helpers.Damage	Damage	net.fdgames.assets.Assets	Assets	1
net.fdgames.GameEntities.Helpers.DamageData	DamageData	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Helpers.DamageEffect	DamageEffect	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Helpers.DamageEffect	DamageEffect	net.fdgames.Helpers.GameString	GameString	1
net.fdgames.GameEntities.Helpers.Items	Items	net.fdgames.Rules.Item	Item	1
net.fdgames.GameEntities.Helpers.Items	Items	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Helpers.Items	Items	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	m0.b	GameMap	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.Rules.MapEffectData	MapEffectData	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameEntities.MapSprite	MapSprite	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameEntities.CharacterSheet.CharacterInventory	CharacterInventory	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.ek.Settings	Settings	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameEntities.Helpers.Damage	Damage	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameEntities.CharacterSheet.CharacterResistances	CharacterResistances	1
net.fdgames.GameEntities.Helpers.MapEffect	MapEffect	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.Helpers.Shop	Shop	net.fdgames.GameEntities.Final.Player	Player	1
net.fdgames.GameEntities.Helpers.Shop	Shop	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.Helpers.Shop	Shop	net.fdgames.GameEntities.Helpers.Lootable	Lootable	1
net.fdgames.GameEntities.Helpers.Shop	Shop	net.fdgames.Rules.Rules	Rules	1
net.fdgames.GameEntities.Helpers.Shop	Shop	net.fdgames.Helpers.FDUtils	FDUtils	1
net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	net.fdgames.GameEntities.CharacterSheet.CharacterSheet	CharacterSheet	1
net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	net.fdgames.GameEntities.CharacterSheet.CharacterSkill	CharacterSkill	1
net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	net.fdgames.Rules.Skills	Skills	1
net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	net.fdgames.Rules.Skill	Skill	1
net.fdgames.GameEntities.Helpers.SkillSet	SkillSet	net.fdgames.Rules.BonusSet	BonusSet	1
net.fdgames.GameEntities.MapActor	MapActor	m0.b	GameMap	1
net.fdgames.GameEntities.MapActor	MapActor	net.fdgames.assets.GameAssets	GameAssets	1
net.fdgames.GameEntities.MapActor	MapActor	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.MapActor	MapActor	net.fdgames.assets.AnimationLoader	AnimationLoader	1
net.fdgames.GameEntities.MapActor	MapActor	net.fdgames.assets.AnimationSet	AnimationSet	1
net.fdgames.GameEntities.MapActor	MapActor	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameEntities.MapObject	MapObject	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameEntities.MapObject	MapObject	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.MapSprite	MapSprite	net.fdgames.GameWorld.MessageRouter	MessageRouter	1
net.fdgames.GameEntities.MapSprite	MapSprite	net.fdgames.GameEntities.AI.Pathfinding.AStarPathFinder	AStarPathFinder	1
net.fdgames.GameEntities.MapSprite	MapSprite	net.fdgames.GameLevel.GameLevel	GameLevel	1
net.fdgames.GameEntities.MapSprite	MapSprite	net.fdgames.TiledMap.Objects.Coords	Coords	1
net.fdgames.GameEntities.MapSprite	MapSprite	net.fdgames.GameWorld.GameData	GameData	1
net.fdgames.GameLevel.GameLevel	GameLevel	m0.b	GameMap	1
net.fdgames.GameLevel.GameLevel	GameLevel	n0.z	GameHUD	1
net.fdgames.GameLevel.GameLevel	GameLevel	l0.b	GameScreen	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.Final.Player	Player	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.Final.MonsterSpawn	MonsterSpawn	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.Helpers.DamageData	DamageData	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.Final.Projectile	Projectile	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.Character	Character	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.GameEntities.MapObject	MapObject	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.TiledMap.Objects.Transition	Transition	1
net.fdgames.GameLevel.GameLevel	GameLevel	net.fdgames.TiledMap.Objects.Coords	Coords	1
