spawn_ID	name	name_ES	russian	PT	DE	PL	CZ	TR	IT	FR
void_lord	Void Lord	Señor del Abismo	Повелитель Пустоты	Senhor do Abismo	Herr der Leere	Pan Pustki	Pán Prázdnoty		Signore degli Abissi	
C13_monk_leader	Brother Tarlus	Hermano Tarlus	Брат Тарлус	Irmão Tarlus	Bruder Tarlus	Brat Tarlus	Bratr Tarlus		Fratello Tarlus	
C13_monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich		Monaco	
C13_monk_healer	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich		Monaco	
mercia_royal_7	Melporth	Melporth	Мелпорт	Melporth	Melporth	Melporth	Melporth		Melporth	
stormknight_captain	Captain Fendrick	Capitán Fendrick	Капитан Фендрик	Capitão Frendrick	Hauptmann Fendrick	Kapitan Fendrick	Kapitán Fendrick		Capitano Fendrick	
I9_necromancer	Necromancer	Nigromante	Некромант	Necromante	Tötenbeschwörer	Nekromanta	Nekromancer		Negromante	
executioner	The Executioner	El Verdugo	Палач	O Executor	Der Henker	Kat	Kat		Il Boia	
vampire	Vampire	Vampiro	Вампир	Vampiro	Vampir	Wampir	Upír		Vampiro	
vampire_lord	Vampire Elder	Vampiro Anciano	Древний Вампир	Vampiro Arcano	Vampir-Ältester	Starszy Wampir	Starší Upír		Vampiro Antico	
I9_baron	Dobros Storme	Dobros Storme	Доброс Сторм	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme		Dobros Storme	
beggar	Beggar	Mendigo	Нищий	Mendigo	Bettler	Żebrak	Žebrák		Mendicante	
ursan_shaman	Shaman	Chamán	Шаман	Xamã	Schamane	Szaman	Šaman		Sciamano	
ursan_high_shaman	High Shaman	Alto Chamán	Верховный Шаман	Alto Xamã	Hoher Schamane	Wysoki Szaman	Starší Šaman		Alto Sciamano	
korne_king	King of Korne	Rey de Korne	Король Корна	Rei de Korne	König von Korne	Król Korne	Kornský Král		Re di Korne	
lich_h10	Lich	Lich	Рексадон	Lich	Lich	Licz			Lich	
rexadon	Rexadon	Guerrero	Шаман-рексадон	Guerreiro	Rexadon	Rexadon			Guerriero Rexadon	
rexadon_shaman	Rexadon Shaman	Chamán Rexadon	Вождь-рексадон	Xamã Rexadon	Rexadon-Schamane	Rexadon Szaman			Sciamano Rexadon	
rexadon_champion	Rexadon Chief	Jefe Rexadon	Кровавый призрак	Chefe Rexadon	Rexadon-Häuptling	Rexadon Wódz			Capo Rexadon	
blood_wraith	Blood Wraith	Espectro de Sangre	Ледяной великан	Espectro de Sangue	Blutgespenst	Krwawe Widmo			Spettro di Sangue	
ice_giant	Ice Giant	Gigante de Hielo	Азеран	Gigante de Gelo	Eisriese	Lodowy Gigant			Gigante di Ghiaccio	
H10_azeran	Azeran	Azeran	Таласс	Azeran	Azeran	Azeran			Azeran	
h10_thalassos	Thalassos	Thalassos	Демон бездны	Thalassos	Thalassos	Thalassos			Thalassos	
abyss_demon	Abyss Demon	Demonio Abismal	Владыка города	Demônio Abismal	Höllendämon	Demon Otchłani			Demonio dell'Abisso	
city_lord	Lord of the City	Señor de la Ciudad	Владычица города	Senhor da Cidade	Herr der Stadt	Pan Miasta			Signore della Città	
city_lady	Lady of the City	Señora de la Ciudad	Друид	Senhora da Cidade	Dame der Stadt	Pani Miasta			Signore della Città	
varannari_druid	Druid	Druida	Воин	Druida	Druide	Druid			Druido	
varannari_warrior	Warrior	Guerrero	Чёрный волк	Guerreiro	Krieger	Wojownik			Guerriero	
black_wolf	Black Wolf	Lobo Negro	Ворг	Lobo Negro	Schwarzer Wolf	Czarny Wilk			Lupo Nero	
worg	Worg	Wargo	Охотничья луна	Worg	Worg	Worg			Worg	
C11_hunting_moon	Hunting Moon	Luna Cazadora	Каменный клык	Lua Caçadora	Jagender Mond	Polujący Księżyc			Luna Cacciatrice	
C10_stone_fang	Stone Fang	Colmillo de Piedra	Центурион Хьяртис	Presa de Pedra	Steinzahn	Kamienny Kieł			Zanna di Pietra	
C10_centurion	Centurion Hyartis	Centurión Hyartis	Центурион Хьяртис	Centurião Hyartis	Zenturio Hyartis	Centurion Hyartis			Centurione Hyartis	
C11_centurion	Centurion Hyartis	Centurión Hyartis	Адский волк	Centurião Hyartis	Zenturio Hyartis	Centurion Hyartis			Centurione Hyartis	
c12_demonic_wolf	Demonic Wolf	Lobo Demoníaco	Медведь	Lobo Demoníaco	Dämonenwolf	Demoniczny Wilk			Lupo Demoniaco	
bear_summoned	Bear	Oso	Идаликс	Urso	Bär	Niedźwiedź			Orso	
j12_hidalix	Hidalix	Hidalix	Стихийный лорд	Hidalix	Hidalix	Hidalix			Hidalix	
j12_elemental_lord_ice	Elemental Lord	Señor Elemental	Ледяной лемон	Senhor Elemental	Herr der Elemente	Lord Żywiołak			Signore Elementare	
ice_demon	Ice Demon	Demonio Helado	Калагру	Demônio de Gelo	Eisdämon	Lodowy Demon			Demone di Ghiaccio	
j12_kalagru	Kalagru	Kalagru	Огромный скелет	Kalagru	Kalagru	Kalagru			Kalagru	
J12_skeleton_giant	Giant Skeleton	Esqueleto Gigante	Ужасный дракон	Esqueleto Gigante	Riesenskelett	Szkielet Gigant			Scheletro Gigante	
C12_nightmare_dragon	Nightmare Dragon	Dragón Pesadilla	Ночной странник	Dragão do Pesadelo	Albtraumdrache	Koszmarny Smok			Dragon	
C12_nightwalker	Nightwalker	Caminante Nocturno	Варесса	Caminhante Noturno	Nachtwanderer	Kroczący w Mroku	Noční chodec	Gece Yürüyen	Camminatore Notturno	
C12_lich_varessa	Varessa	Varessa	Милора	Varessa	Varessa	Varessa			Varessa	
C12_lich_mylora	Mylora	Mylora	Блафарн	Mylora	Mylora	Mylora			Mylora	
C12_lich_blafarne	Blafarne	Blafarne	Боевой голем	Blafarne	Blafarne	Blafarne			Blafarne	
F6_golem_war	War Golem	Golem de Guerra	Грур Железнобокий	Golem de Guerra	Kriegsgolem	Golem Wojenny			Golem della Guerra	
F6_rexadon_boss	Grur Ironscale	Grur Ironscale	Древний	Grur Escamaferro	Grur Ironscale	Grur Żelaznołuski			Grur Ironscale	
old_one	Old One	Anciano	Древний	Ancião	Altvorderer	Prastary			Antico	
old_one_green	Old One	Anciano	Древний	Ancião	Altvorderer	Prastary			Antico	
old_one_purple	Old One	Anciano	Часовой страж	Ancião	Altvorderer	Prastary			Antico	
clockwork	Clockwork Guardian	Guardián Mecánico	Азеран	Guardião Mecânico	Mechanischer Wächter	Mechaniczny Strażnik			Guardiano Meccanico	
F6_azeran	Azeran	Azeran	Азеран	Azeran	Azeran	Azeran			Azeran	
F6_azeran_clone	Azeran	Azeran		Azeran	Azeran	Azeran			Azeran	
