Weapon_ID	name	min_damage	max_damage	crit_chance	crit	Speed	reach	2-handed	ranged	light	range_speed	ranged_type	sprite	damage_type	secondary damage	secondary type	proc_type	proc_chance	proc_level	slash_sprite
3hammer_corrosion	Warhammer of Corrosion	13	14	6	200	11	1			1					8	t				
3hammer_despair	Despair	14	16	6	200	11	1			1					8	t				
3hammer_fire_2	Magma Warhammer	14	16	6	200	11	1			1					8	f				
3hammer_ice_2	Silversmith Hammer	14	16	6	200	11	1			1					7	c				
3adamantite_shortsword		17	22	6	200	12	1			1										
3adamantite_longsword		21	27	6	200	10	1													
3adamantite_greatsword		22	32	4	200	9	1	1												
3tech_sword		19	25	6	200	10	1								12	s	emp	20	2	
3tech_maul		20	30	4	200	8	1	1							14	s	emp	25	3	
3tech_dagger		15	21	6	200	12	1			1					10	s	emp	15	1	
3tech_bow		13	16	5	200	15	8	1	1				ion		10	s	emp	15	1	
3maul_corrosion	Maul corrosion	15	23	3	200	8	1	1							8	t				
3maul_disease	Maul disease	15	23	3	200	8	1	1							9	t	slow	6	3	
3maul_fire	Fire Maul	14	22	3	200	8	1	1							6	f				
3maul_ice	ice Maul	14	22	3	200	8	1	1							7	c				
3maul_garrak	Maul of Garrak	16	24	4	200	8	1	1							11	s				
3maul_desecration	Maul of Desecration	15	23	4	200	8	1	1							11	d				
3maul_vindicator	Vindicator	15	23	4	200	8	1	1							9	p				
3greatsword_ice	Icy Greatsword	13	21	4	200	9	1	1							8	c				
3greatsword_ice2	Icy Greatsword	14	23	4	200	9	1	1							8	c				
3greatsword_cruelty	Cruelty Greatsword	14	23	4	200	9	1	1							8	f				
3greatsword_cruelty2	Cruelty Greatsword	15	24	4	200	9	1	1							11	f				
3greatsword_cruelty3	Cruelty Greatsword	18	27	4	200	9	1	1							13	f				
3greatsword_thunder	Thunder	14	23	4	200	9	1	1							9	s				
3magma_shortsword	Ice Shortsword	11	16	6	200	11	1			1					9	f				
3spirit_shortsword	sonnet	11	16	6	200	12	1			1					9	p				
3spirit_claymore	Spirit Cleaver	15	24	4	200	9	1	1							9	p				
3spirit_hammer	Spirit Hammer	14	17	6	200	11	1			1					8	p				
3deathclaw_dagger	Ice Shortsword	11	15	7	200	11	1			1					7	d				
3ice_shortsword	Ice Shortsword	10	13	6	200	12	1			1					6	c				
3righteousness	Righteousness	17	18	7	200	10	1													
3ice_mace	Winter Fist	14	16	5	200	9	1								6	c				
3ice_mace2	Glacier Stone	15	18	5	200	9	1								9	c				
3death_mace2	Screaming Mace	15	17	5	200	9	1								8	d				
3fire_mace	Burning Rage	14	17	5	200	9	1								7	f				
3shock_mace_2	ghost-slayer	14	17	5	200	9	1								10	s				
3golem_fist	iron golems	16	19	5	200	9	1								10	s				
3mace_midnight	Midnight	18	20	5	200	9	1								11	d	paralysis	6	5	
3death_mace3	Lord's Fist	16	18	7	200	9	1								8	d				
3short_bow	Short bow	10	12	6	200	12	7	1	1				arrow1							
3medium_bow	Medium bow	11	15	6	200	12	7	1	1				arrow1							
3medium_bow3	Medium bow	11	15	6	200	11	7	1	1				arrow1							
3medium_bow2	Medium bow	11	15	6	200	11	7	1	1				arrow1							
3long_bow	Long Bow	12	16	6	200	12	7	1	1				arrow1							
3long_bow_shock	Long Bow of Shock	13	17	6	200	11	7	1	1				arrow4		10	s				
3vulcan_bow	Vulcan bow	11	15	7	200	11	7	1	1				arrow3		7	f				
3vulcan_bow2	Vulcan bow2	11	15	6	200	11	7	1	1				arrow3		8	f				
3death_bow2	Skeletal Bow	12	16	7	200	11	7	1	1				arrow5		9	d				
3death_bow3	Ghost Eye	13	18	7	200	11	7	1	1				arrow5		10	d				
3frost_bow	Frost Bow	11	15	6	200	11	7	1	1				arrow4		7	c				
3frost_bow2	Frost Bow	12	16	7	200	11	7	1	1				arrow4		9	c				
3poison_bow	Poison Bow	11	15	6	200	11	7	1	1				arrow2		7	t				
3poison_bow_tier2	Poison Bow_tier2	13	16	7	200	11	7	1	1				arrow2		9	t				
3poison_bow_tier4	Poison Bow_tier2	12	18	5	200	13	7	1	1				arrow2		10	t				
3composite_bow		17	22	6	200	10	7	1	1				arrow1							
3malan_bow		14	19	6	200	10	7	1	1				arrow2		9	p				
3permafrost_bow	Permafrost Bow	15	20	7	200	11	7	1	1				arrow4		9	c	stun	5	1	
3permafrost_bow_npc	Permafrost Bow	14	19	5	200	10	7	1	1				arrow4		13	c	stun	5	1	
3jester_bow	Jester bow	9	9	3	200	20	7	1	1				arrow1							
3epic_short_bow_fire	Imperial Scout bow	10	14	7	200	15	7	1	1				arrow3		7	f				
3epic_short_bow_fire2	Imperial Scout bow	10	14	5	200	15	7	1	1				arrow3		7	f				
long_bow1	Long Bow	3	6	8	210	10	9	1	1				arrow1							
sandworm	Spider Bite	12	20	1	100	30	7	1	1				acid1	t			slow	8	3	
toxic_bite1	Rat Bite 15	25	10	5	200	10	1								10	t	slow	10	6	
crimson_sword	Crimson Sword	6	12	7	200	13	1	1		1				f	10	t	slow	20	6	
net_uron	Net Uron	0	0	0	0	0	0			0										
axe_sword	Axe and Sword	2	6	6	200	11	1	1		1					6					
poison_claw_20	Green dragon claw	20	35	5	200	10	1	2	3				acid1	f	19	t	slow	20	6	
