spawn_ID	name	name_ES	russian	PT	DE	PL	CZ	TR	IT	FR
shadow_raging	Raging Shadow	Furia Sombría	Разъярённая Тень	Fúria Sombria	Wütender Schatten	Wściekły Cień	Zuřivý stín		Ombra Furiosa	
shadow_greater	Greater Shadow	Sombra Mayor	Великая Тень	Sombra Maior	Höherer Schatten	Wielki Cień	Vyšší stín		Ombra Maggiore	
dark_presence	Dark Presence	Presencia Oscura	Тёмная Сущность	Presença Obscura	Dunkle Präsenz	Mroczna Obecność	Temné vzezření		Presenza Oscura	
void_lord	Void Lord	Señor del Abismo	Повелитель Пустоты	Senhor do Abismo	Herr der Leere	Pan Pustki	Pán Prázdnoty		Signore degli Abissi	
C13_monk_leader	Brother Tarlus	Hermano Tarlus	Брат Тарлус	Irmão Tarlus	Bruder Tarlus	Brat Tarlus	Bratr Tarlus		Fratello Tarlus	
C13_monk	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich		Monaco	
C13_monk_healer	Monk	Monje	Монах	Monge	Mönch	Mnich	Mnich		Monaco	
mercia_royal_7	Melporth	Melporth	Мелпорт	Melporth	Melporth	Melporth	Melporth		Melporth	
stormknight_captain	Captain Fendrick	Capitán Fendrick	Капитан Фендрик	Capitão Frendrick	Hauptmann Fendrick	Kapitan Fendrick	Kapitán Fendrick		Capitano Fendrick	
I9_necromancer	Necromancer	Nigromante	Некромант	Necromante	Tötenbeschwörer	Nekromanta	Nekromancer		Negromante	
executioner	The Executioner	El Verdugo	Палач	O Executor	Der Henker	Kat	Kat		Il Boia	
vampire	Vampire	Vampiro	Вампир	Vampiro	Vampir	Wampir	Upír		Vampiro	
vampire_lord	Vampire Elder	Vampiro Anciano	Древний Вампир	Vampiro Arcano	Vampir-Ältester	Starszy Wampir	Starší Upír		Vampiro Antico	
I9_baron	Dobros Storme	Dobros Storme	Доброс Сторм	Dobros Storme	Dobros Storme	Dobros Storme	Dobros Storme		Dobros Storme	
beggar	Beggar	Mendigo	Нищий	Mendigo	Bettler	Żebrak	Žebrák		Mendicante	
ursan_shaman	Shaman	Chamán	Шаман	Xamã	Schamane	Szaman	Šaman		Sciamano	
ursan_high_shaman	High Shaman	Alto Chamán	Верховный Шаман	Alto Xamã	Hoher Schamane	Wysoki Szaman	Starší Šaman		Alto Sciamano	
korne_king	King of Korne	Rey de Korne	Король Корна	Rei de Korne	König von Korne	Król Korne	Kornský Král		Re di Korne	
lich_h10	Lich	Vampiro	Лич							
rexadon	Rexadon	Vampiro	Рексадон							
rexadon_shaman	Rexadon Shaman	Vampiro	Рексадон шаман							
rexadon_champion	Rexadon Chief	Vampiro	Рексадон Шеф							
blood_wraith	Blood Wraith	Vampiro	Кровавый Призрак							
ice_giant	Ice Giant	Vampiro	Ледяной гигант							
H10_azeran	Azeran	Vampiro	Азеран							
h10_thalassos	Thalassos	Vampiro	Талассос							
abyss_demon	Abyss Demon	Vampiro	Демон Бездны							
city_lord	Lord of the City	Vampiro	Владыка города							
city_lady	Lady of the City	Vampiro	Леди города							
varannari_druid	Druid	Vampiro	Друид							
varannari_warrior	Warrior	Vampiro	Воин							
black_wolf	Black Wolf	Vampiro	Черный Волк							
worg	Worg	Vampiro	Варг							
C11_hunting_moon	Hunting Moon	Vampiro	Охотничья Луна							
C10_stone_fang	Stone Fang	Vampiro	Каменный Клык							
C10_centurion	Centurion Hyartis	Vampiro	Центурион Хьяртис								
C11_centurion	Centurion Hyartis	Vampiro	Центурион Хьяртис								
c12_demonic_wolf	Demonic Wolf	Nocturno	Демонический Волк							
bear_summoned	Bear	Nocturno	Медведь							
j12_hidalix	Hidalix	Nocturno	Идаликс							
j12_elemental_lord_ice	Elemental Lord	Nocturno	Повелитель стихий								
ice_demon	Ice Demon	Nocturno	Ледяной Демон							
j12_kalagru	Kalagru	Nocturno	Калагру								
J12_skeleton_giant	Giant Skeleton	Nocturno	Гиганский скелет							
C12_nightmare_dragon	Nightmare Dragon	Nocturno	Кошмарный Дракон							
C12_nightwalker	Nightwalker	Caminante Nocturno	Неспящий	Caminhante Noturno	Nachtwanderer	Nocny Wędrowiec	Noční chodec	Gece Yürüyen	Viandante Notturno	
C12_lich_varessa	Varessa	Varessa	Варесса							
C12_lich_mylora	Mylora	Mylora	Милора								
C12_lich_blafarne	Blafarne	Blafarne	Блафарн							
F6_golem_war	War Golem	Golem	Военный голем							
F6_rexadon_boss	Grur Ironscale	Grur	Грур Железная чешуя							
old_one	Old One	old_one	Древний
old_one_green	Old One	old_one	Древний
old_one_purple	Old One	old_one	Древний
clockwork	Clockwork Guardian	Clockwork	Часовой Страж
F6_azeran	Azeran	Azeran	Азеран
F6_azeran_clone	Azeran	Azeran	Азеран
orc_she	Orc Grunt	Soldado Orco	Орчиха
orc_she_warr	Orc Grunt	Soldado Orco	Орчиха Воин
orc_she_leader	Orc Grunt	Soldado Orco	Орчиха Вождь
chief_orc_cook	Orc Cook	Cocinero Orco	Орк Шеф-повар
orc_ill	Orc Cook	Cocinero Orco	Больной Орк
bandit_bitch	Harlot	Bandido Élite	Блудница
bandit_bitch_2	Harlot	Bandido Élite	Блудница
bandit_bitch_3	Harlot	Bandido Élite	Блудница
bandit_sport	Bodybuilder	Bandido	Культурист
bandit_usain	Bandit	Bandido	Усэйн
bandit_toady	Toady	Toady	Подлиза
bandit_brigadier	Brigadier	Brigadier	Бригадир
bandit_bouncer	Bouncer	Bouncer	Вышибала
bandit_murka	Murka	Bandido	Мурка
bandit_ambal	Ambal	Bandido	Амбал
bandit_coach	Coach	Bandido	Тренер
bandit_coach2	Coach of champions	Bandido	Тренер чемпионов
pimp	Pimp	Pimp	Сутенер
bandit_ataman	Ataman	Ataman	Атаман
tarzan	Tarzan	Tarzan	Тарзан
horseradish	Horseradish	Gigante de las Colinas	Здоровый Хер
wild_elf_male	Wild Elf	Elf	Дикий Эльф	
wild_elf_female	Wild Elfa	Elf	Дикая Эльфийка
wild_elf_archer	Wild Archer	Elf	Лучница
wild_elf_berserker	Wild Elf Bers	Elf	Дикий Злой Эльф
wild_elf_witch	Wild Elf Witch	Elf	Эльфийская Колдунья
wild_elf_witch2	Wild Elf Witch	Elf	Эльфийская Колдунья
wild_elf_mercenary	Elf mercenary	Elf	Эльф наёмник
bad_gendalf	Bad Gendalf	Gendalf	Плохой Гэндальф
gendalf	Gendalf	Gendalf	Гэндальф
berserk_female	Berserk	Berserk	Берсеркша
berserk_male	Berserk	Berserk	Берсерк
metalist_female	Metalist	Metalist	Металистка
metalist_female_2	Metalist	Metalist	Металистка
mini_drake	Mini Dragon	Dragon	Дракоша
mini_sabercat	Wildcat	Wildcat	Дикий кот							
nobody	Nobody	Vampiro	Кто-то
saruman	Saruman	Saruman	Саруман
elf_lord_witch	Elf Lady	Elf Lady	Владычица
elf_dark_lord	Dark Lord	Dark Lord	Властелин
destroyer	Destroyer	Destroyer	Разрушитель
sky_mercenary_female	Mercenary	Mercenary	Наёмник
sky_mercenary_male	Mercenary	Mercenary	Наёмник
sky_cook	Sky Cook	Cook	Повар
sky_knight_female_naked	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male_naked	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_archer	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_female	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_female_2	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male_2	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_female_3	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male_3	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_boss	Sky Lord	Sky Lord	Небесный Капитан
sky_archer_boss	Archer Champion	Archer Champion	Чемпион Лучник
sky_master_sword	Master of Sword	sky_master_sword	Мастер Меча
sky_knight_female_4	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_archer_2	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male_4	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_female_5	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_male_5	Sky Knight	Sky Knight	Небесный Рыцарь
sky_knight_priest	Sky Knight Priest	Sky Knight Priest	Небесный Рыцарь-Жрец
sky_knight_boss_2	Sky Lord	Sky Lord	Небесный Капитан
sky_archer_boss_2	Archer Champion	Archer Champion	Чемпион Лучник
sky_master_sword_2	Master of Sword	sky_master_sword	Мастер Меча
evil_knight_female	Evil Knight	Evil Knight	Злобный Рыцарь
evil_knight_male	Evil Knight	Evil Knight	Злобный Рыцарь
evil_knight_male_2	Evil Knight	Evil Knight	Злобный Рыцарь
golem_sky	Iron Golem	Golem	Железный Голем
hedge_knight	Hedge Knight	hedge_knight	Межевой Рыцарь
shooter	Shooter	Shooter	Стрелок
ardent_fanatic	Ardent Fanatic	Fanatic	Ярый Фанатик
female_mermaid	Mermaid	Mermaid	Русалка
evil_head	Evil Head	evil_head	Зловещая Голова
blue_wolf	Magic Wolf	Wolf	Магический Волк
male_mermaid	Mermaid King	male_mermaid	Водяной
dragon_queen	Dragon Queen	dragon_queen	Драконья Королева
dead_bastard	Dead Bastard	Bastard	Дохлый Ублюдок
dead_shorty	Shorty	Shorty	Коротышка
dead_anarchist	Dead Anarchist	Anarchist	Мертвый Анархист
cub_wolf	Cub Wolf	cub_wolf	Волчонок
dragon_q1	Dragon	Dragon	Дракон
dragon_q2	Dragon	Dragon	Дракон
dragon_q3	Dragon	Dragon	Дракон
skeleton_enormous	Skeleton Enormous	skeleton_enormous	Чудовищный Скелет
lord_head	Lord Head	lord_head	Царь-Башка
black_ghost	Black Ghost	Vampiro	Черный Призрак
bandit_bitch_good	Harlot	Bandido Élite	Блудница	
bandit_bitch_good_2	Harlot	Bandido Élite	Блудница	
bandit_bitch_good_3	Harlot	Bandido Élite	Блудница	
bandit_sport_good	Bodybuilder	Bandido	Культурист	
bandit_bitch_neutral	Harlot	Harlot Élite	Блудница	
bandit_bitch_neutral_2	Harlot	Harlot Élite	Блудница	
bandit_bitch_neutral_3	Harlot	Harlot Élite	Блудница	
kalagru_good	Kalagru	Kalagru	Калагру								
kalagru_bad	Kalagru	Kalagru	Калагру								
chewbacca	Chewbacca	Chewbacca	Чубакка								
blue_witch	Blue Witch	Witch	Голубая Колдунья
blue_sorcerer	Blue Sorcerer	Sorcerer	Голубой Маг
blue_priest	Blue Priest	Priest	Голубой Жрец
guardian_fortress	Guardian of Fortress	Guardian	Страж Крепости
keeper_knowledge	Keeper of Forbidden Knowledge	Keeper	Хранитель Запретных Знаний								
inquisitor_male	Inquisitor	Inquisitor	Инквизитор								
supreme_inquisitor	Supreme Inquisitor	supreme_inquisitor	Верховный Инквизитор								
little_regent	Little the Regent	little_regent	Малый Регент
true_regent	True the Regent	true_regent	Истиный Регент
dead_man	Dead Man	dead_man	Некромант							
dead_man_2	Dead Man	dead_man	Некромант							
invisible_thing	Invisible Thing	Invisible	Незримая Тварь							
alive_carrion	Alive Carrion	Carrion	Живая мертвечина							
skeleton_speechless	Speechless	Speechless	Безмолвный							
obsessed_female	Obsessed	Obsessed	Одержимая							
obsessed_archer	Obsessed	Obsessed	Одержимая							
obsessed_male	Obsessed	Obsessed	Одержимый							
obsessed_female_2	Obsessed	Obsessed	Одержимая							
obsessed_male_2	Obsessed	Obsessed	Одержимый							
obsessed_fanatic	Fanatic	Fanatic	Фанатик							
furious_female	Furious	Furious	Яростная воительница							
furious_male	Furious	Furious	Яростный воин							
madman_male	Madman	Madman	Безумец							
domesticated_wolf	Domesticated Wolf	Wolf	Прирученный волк							
domesticated_wolf_2	Domesticated Wolf	Wolf	Прирученный волк							
domesticated_wolf_3	Domesticated Wolf	Wolf	Прирученный волк							
domesticated_wolf_host	Domesticated Wolf	Wolf	Прирученный волк							
mini_sabercat_2	Wildcat	Wildcat	Дикий кот							
mini_drake_2	Mini Dragon	Dragon	Дракоша
orc_general	Orc General	orc_general	Орочий Генерал							
orc_general_2	Orc General	orc_general	Орочий Генерал							
wizard_miracle	Wizard	Wizard	Волшебник							
wizard_miracle2	Wizard	Wizard	Волшебник							
wizard_miracle3	Wizard	Wizard	Волшебник							
wizard_female	Wizard	Wizard	Волшебница							
mighty_wizard	Mighty Wizard	Wizard	Великий Волшебник							
mighty_wizard2	Mighty Wizard	Wizard	Великий Волшебник							
mighty_wizard3	Mighty Wizard	Wizard	Великий Волшебник							
mighty_wizard4	Mighty Wizard	Wizard	Великий Волшебник							
minotaur_chieftain	Horned Chieftain	Chieftain	Рогатый Вождь							
minotaur_engineer	Engineer	Engineer	Сапёр							
evil_old_man	Evil the Old man	evil_old_man	Злобный старик							
golem_iron_good	Iron Golem	Golem de Hierro	Железный Голем						
ice_elemental_good	Ice Elemental	Elemental	Ледяной Элементал							
inventor_male	Inventor	Inventor	Изобретатель							
inventor_hermes	Inventor	Inventor	Изобретатель							
inventor_falsehermes	Inventor	Inventor	Изобретатель							
J8_2_greater_demon	Demon	Demon	Демон							
J8_3_necromancer_female2	Necromancer	Necromancer	Некромантка							
sir_braveear	Sir Braveear	Sir Braveear	Сэр Брейвир							
hunter_evilspirits	Hunter of Evil spirits	hunter_evilspirits	Охотник на нечисть							
magician_doctor	Magician Doctor	Doctor	Магический Доктор							
hunter_male	Hunter	Hunter	Охотник							
calling_storm	Calling Storm	calling_storm	Зовущий Бурю							
undaunted_male	Undaunted	Undaunted	Неустрашимый							
undaunted_male_good	Undaunted	Undaunted	Неустрашимый							
slayer_dragons_female	Slayer Dragons	Slayer	Убийца Драконов							
slayer_dragons_male	Slayer Dragons	Slayer	Убийца Драконов							
powerful_wolf	Powerful Wolf	Wolf	Мощный Волчара							
pet_python	Pet Python	Python	Домашний питон							
embodiment_evil	Embodiment of Evil	embodiment_evil	Воплощение Зла							
dead_pirate	Dead Pirate	Pirate	Мёртвый пират							
dead_pirate_archer	Dead Pirate	Pirate	Мёртвый пират							
good_captain	Good Captain	good_captain	Добрый Капитан							
dead_skipper	Skipper	Skipper	Шкипер							
merry_fellow	Merry Fellow	merry_fellow	Весельчак							
big_yeti	Big Yeti	big_yeti	Большой Йетти							
succubus	Succubus	Succubus	Суккуб							
succubus2	Succubus	Succubus	Суккуб							
succubus3	Succubus	Succubus	Суккуб							
greater_succubus	Greater Succubus	greater_succubus	Верховный Суккуб							
banishing_devil	Banishing Devil	Banishing	Изгоняющий Дьявола							
demonic_captain	Demonic Commander	demonic_captain	Демонический Командир							
kingly_bowman_female	Kingly Bowman	Bowman	Королевский лучник							
kingly_bowman_male	Kingly Bowman	Bowman	Королевский лучник							
robin_good	Robin Good	Robin	Робин Гуд							
bandit_machete	Machete	Machete	Мачете							
bandit_machete2	Machete	Machete	Мачете							
ancient_guardian	Ancient Guardian	Guardian	Древний Страж							
defender_sunlight	Defender Sunlight	Defender	Берегиня солнечного света 							
warrior_sun	Warrior Sun	Warrior	Воин Солнца 							
necromancer_female	Necromancer	Necromancer	Некромантка							
necromancer_female2	Necromancer	Necromancer	Некромантка							
tame_zombie	Tame Zombie	Zombie	Ручной зомби							
beorn	Beorn	Beorn	Беорн							
snow_leopard	Snow Leopard	Leopard	Снежный барс							
domesticated_wolf_4	Domesticated Wolf	Wolf	Прирученный волк							
domesticated_wolf_5	Domesticated Wolf	Wolf	Прирученный волк							
white_ghost	White Ghost	Ghost	Белый дух							
marcus	Marcus	Marcus	Маркус							
spitting	Spitting	Spitting	Плевун							
eater_firmament	Eater Firmament	eater_firmament	Пожиратель Тверди							
green_serpent	Green Serpent	Serpent	Зелёный змей							
stomper	Stomper	Stomper	Топтун							
eviscerator	Eviscerator	Eviscerator	Потрошитель							
basilisk	Basilisk	Basilisk	Василиск							
vorator_belch	Belch	Belch	Рыгун							
infernal_envoy	Infernal Envoy	infernal_envoy	Посланник ада							
chief_villainy	Chief of Villainy	chief_villainy	Начальник Злодейства							
vagabond_male	Vagabond	Vampiro	Оборванец							
forsaken_calenda_victim2	Lady Calenda	Lady Calenda	Леди Календа	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	Lady Calenda	
xidar2	Lady Xidar	Lady Xidar	Леди Зидар	Lady Xidar	Lady Xidar	Pani Xidar	Lady Xidar	Leydi Xidar	Lady Xidar	
red_wizard_lord2	Saradan the Fire Lord	Saradan el Señor del Fuego	Сарадан Повелитель Пламени	Saradan o Senhor do Fogo	Saradan der Feuermeister	Saradan Władca Ognia	Ohnivý Pán Sardan	Saradan Ateş Efendisi	Saradan il signore del Fuoco	
c12_demonic_wolf2	Demonic Wolf	Demonic	Демонический Волк							
F6_azeran2	Azeran	Azeran	Азеран
j12_kalagru2	Kalagru	Kalagru	Калагру								
minotaur_underking2	The Underking	El Rey Profundo	Король Подземья
goblin_mercenary	Goblin	Goblin	Гоблин
lord_beasts	Lord of beasts	lord_beasts	Повелитель зверей
dancer_death	Dancer Death	dancer_death	Танцор Смерти
knight_sorcerer	Knight the Sorcerer	Sorcerer	Рыцарь-колдун
zombie2	Zombie	Zombie	Зомби
bandit_cat	Bandit	Bandit	Бандит
risen_ashes	Risen from ashes	Risen	Восставший из праха
living_corpse	Living corpse	Zombie	Живой труп
major_male	Major	Major	Майор
major_male2	Major	Major	Майор
captain_greedy	Captain Greedy	Greedy	Капитан Гриди
J7_6_bandit	Hooded man	Hooded	Подозрительный тип
J7_6_wizard	Sorcerer	Sorcerer	Чародей
J7_6_demon	Demon	Demon	Демон
J7_6_greatdemon	Demon	Demon	Демон
ursan_prophet	Ursan Prophet	Prophet	Пророк
mummy2	Mummy	Zombie	Мумия
machine_gunner_male	Machine Gunner	Gunner	Пулемётчик
lord_elements_man	Lord of Elements	Lord	Повелитель Стихий
unsurpassed_warrior	Unsurpassed Warrior	Unsurpassed	Непревзойдённый Воин
energy_warrior_female	Energy Warrior	Energy	Энерговоин
energy_warrior_shooter	Energy Warrior	Energy	Энерговоин
energy_warrior_male	Energy Warrior	Energy	Энерговоин
energy_warrior_male2	Energy Warrior	Energy	Энерговоин
techno_people	Techno People	techno_people	Техно-Человек
brake_male	Brake	Brake	Тормоз
your_own_board	Your own in Board	your_own_board	Свой в доску
demonessa	Demonessa	Demonessa	Демонесса
necromancer_female3	Necromancer	Necromancer	Некромантка							
golem_insulating	Golem Insulating	Golem	Изоляционный Голем
varannari_druid2	Druid	Druid	Друид							
steel_spider2	Steel Spider	Araña de Acero	Паук из стали
steel_wizard2	Steel Wizard	Mago de Acero	Маг из стали
golem_unique	Golem Unique	Unique	Уникальный образец
electrician_male	Electrician	Electrician	Электромонтёр
zombie_giant	Zombie Giant	Zombie	Зомби-Великан
reaper_dragon	Reaper	Reaper	Жнец
keeper_lost_kingdom	Keeper of Lost Kingdom	Keeper	Хранитель Потерянного Королевства
keeper_lost_kingdom_hostile	Keeper of Lost Kingdom	Keeper	Хранитель Потерянного Королевства
ice_big_guy	Ice Big Guy	Ice_Big_Guy	Ледяной Здоровяк
ice_elemental_epic2	Ice elemental	Elemental de Hielo	Ледяной элементал	Elemental de Gelo	Eiselementar	Żywiołak Lodu	Ledový Elementál	Buz elementel	Elementare del Ghiaccio	
wolf_glowing	Wolf Glowing	Wolf Glowing	Светящийся волк
bear_glowing	Bear Glowing	Bear Glowing	Светящийся медведь
zombie_glowing	Glowing	Glowing	Светящийся
zombie_s1	Zombie	Zombie	Зомби
zombie_s2	Zombie	Zombie	Зомби
demon_decay	Demon Decay	Demon	Демон Распада
plague_demon	Plague Demon	Demon	Чумной демон
plague_demon_2	Plague Demon	Demon	Чумной демон
bear_ogre	Bear the Ogre	Ogre	Медведь-Людоед
human_soldier_unarmed	Soldier	Soldado	Солдат
frankie_overgrown	Frankie Overgrown	Frankie	Френки-Переросток
stone_warrior_female	Stone Warrior	Stone	Каменный Воин
stone_warrior_male	Stone Warrior	Stone	Каменный Воин
furious_amazon	Furious Amazon	Amazon	Яростная Амазонка
shining_knight_male	Shining Knight	Knight	Сияющий Рыцарь
kung_foo_preacher	Kung Foo Preacher	Preacher	Проповедник Кунг-фу
mister_perfect	Mister Perfect	Perfect	Мистер Совершенство
night_sniper_female	Night Sniper	Sniper	Ночной снайпер
horror_small	Horror Small	Parásito	Паразитёнок
horror_small2	Horror Small	Parásito	Паразитёнок
horror2	Dimensional Parasite	Parásito Dimensional	Пространственный паразит
devourer_worlds	Devourer of Worlds	Parásito	Пожиратель Миров
eraser	Eraser	Eraser	Стиратель
horse	Horse	Horse	Конь
cow	Cow	Cow	Корова
skullhead	Skullhead	Skullhead	Черепоголовый
R9_skullhead	Skullhead	Skullhead	Черепоголовый
she_female	Cow	Cow	сучка
kind_wizard	Kind Wizard	kind wizard	Добрый волшебник
adept_death_female	Adept of Death	Adept	Адептка Смерти
adept_death_male	Adept of Death	Adept	Адепт Смерти
archer_death_female	Adept of Death	Adept	Адептка Смерти
archer_death_male	Adept of Death	Adept	Адепт Смерти
adept_necromancer_female	Necromancer	Necromancer	Некромантка
fire_freak	Fire Freak	Freak	Огненный уродец
dominic_braveear	Dominic Braveear	dominic_braveear	Доминик Брейвир
honorary_guardian_nabiya	Honorary Guardian Nabiya	Nabiya	Почётный страж Набия
priest_warrior_vernon	Priest-Warrior Vernon	Vernon	Священник-воин Вернон
honorary_guardian_sylvia	Honorary Guardian Sylvia	Sylvia	Почётный страж Сильвия
disciple_deborg	Disciple Deborg	Deborg	Послушник Деборг
priestess_agarta_earvist	Priestess Agarta Earvist	Zombie	Жрица Агарта Ирвист
supreme_priest_killian	Supreme Priest Killian	Killian	Верховный жрец Киллиан
villager_male_purple	Villager	Aldeano	Селянин	Aldeão	Bürger	Wieśniak	Vesničan	Köylü	Paesano	
swamp_rat2	Swamp Scavenger	Carroñero	Болотный Падальщик
swamp_critter	Swamp critter	swamp_critter	Болотная тварь
swamp_horror	Swamp horror	swamp_horror	Болотный кошмар
spotted_swamp_critter	Spotted swamp critter	spotted_swamp_critter	Пятнистая болотная тварь
mad_fox	Mad fox	mad_fox	Бешеная лиса
rarefied_deer	Rarefied deer	rarefied_deer	Разряенный олень
polar_bear_2	Winter Bear	Oso	Белый Медведь
snow_leopard_2	Snow Leopard	Vampiro	Снежный барс							
ice_drake_2	Ice Drake	Draco de Hielo	Ледяной Драконид	Dragão do Gelo	Eisdrache	Lodowy smok	Ledový drak	Buz Ejderhası	Drago dei Ghiacci	
ice_worm	Ice Worm	worm	Ледяной червь
warrior_northman_female	Warrior Northman	Warrior	Воин-Северянка
warrior_northman_male	Warrior Northman	Warrior	Воин-Северянин
warrior_northman_female_2	Warrior Northman	Warrior	Воин-Северянка
warrior_northman_female_3	Warrior Northman	Warrior	Воин-Северянка
warrior_northman_male_2	Warrior Northman	Warrior	Воин-Северянин
warrior_northman_male_3	Warrior Northman	Warrior	Воин-Северянин
sorceress_northman	Sorceress Northman	Sorceress	Чародейка-Северянка
sorceress_northman_2	Sorceress Northman	Sorceress	Чародейка-Северянка
J8_13_bandit	Hooded man	Hooded	Подозрительный тип
honorary_guardian_female	Honorary Guardian	Honorary	Почётный страж 							
honorary_guardian_male	Honorary Guardian	Honorary	Почётный страж 							
priest_warrior_ryurger	Priest-Warrior Ryurger	Ryurger	Священник-воин Рюргер
honorary_guardian_glover	Honorary Guardian Glover	Glover	Почётный страж Гловер 							
priestess_warrior_anabel	Priestess-Warrior Anabel	Anabel	Священница-воин Анабель
priestess_warrior_anabel_2	Priestess-Warrior Anabel	Anabel	Священница-воин Анабель
disciple_auburn	Disciple Auburn	Auburn	Послушник Каштан
domesticated_polar_bear	Tame polar bear	domesticated_polar_bear	Ручной белый медведь
human_archer_female	Archer	Arquero	Лучница
huntress_scarlett	Huntress Scarlett	Scarlett	Охотница Скарлетт
hunter_mironn	Hunter Mironn	Mironn	Охотник Миронн
sirius_molten	Sirius Molten	Sirius	Сириус Мортен
savage_female	Savage	Savage	Дикарка
savage_female_2	Savage	Savage	Дикарка
J8_2_banbit	Bandit	Bandido	Бандит
J7_13_yeti	Yeti	Yeti	Йетти
J7_8_banbit	Bandit	Bandido	Бандит
demon_bear	Demon-Bear	Demon-Bear	Демонический медведь
village_werewolf	Werewolf	Hombre-Lobo Furioso	Оборотень
J8_4_werewolf	Werewolf	Hombre-Lobo Furioso	Оборотень
good_bitch_1	Harlot	Bandido Élite	Блудница
good_bitch_2	Harlot	Bandido Élite	Блудница
preator_anwar	Praetor Anwar	Praetor Anwar	Претор Анвар
jude	Jude	Jude	Джуд
said	Said	Said	Саид
makbul	Makbul	Makbul	Макбул
nail	Nail	Nail	Наиль
nail_2	Nail	Nail	Наиль
magician_fire	Magician of Fire	Mag	Маг огня
runaway_slave_male_2	Runaway slave	runaway slave	Беглый раб
runaway_slave_male	Runaway slave	runaway slave	Беглый раб
runaway_slave_female_2	Runaway slave	runaway slave	Беглая рабыня
runaway_slave_female	Runaway slave	runaway slave	Беглая рабыня
C9_blood_wraith	Blood Wraith	Blood Wraith	Кровавый Призрак							
lavaman	Lavaman	Lavaman	Лавовик
lavaman2	Lavaman	Lavaman	Лавовик
C8_demonic_captain	Demonic Commander	Demonic Commander	Демонический Командир							
femipet	Femipet	Femipet	Фёмипет
gruselig	Gruselig	Gruselig	Груселинг
NG_house_banbit	Thief	Thief	Вор
H10_banbit	Bandit	Bandit	Бандит
K11_wizard	Wizard	Wizard	Волшебник
percival	Percival	Percival	Персиваль
percival2	Percival	Percival	Персиваль
C8_demon	Demon	Demon	Демон
male_backwards	Guy	Guy	Мужик
male_upsidedown	Guy	Guy	Мужик
male_bighead	Big Head	big head	Большая башка
male_impenetrable	Impenetrable	Impenetrable	Непрошибаемый
golem_workshop	Golem	Golem	Голем
knight_workshop	Keeper of Crypt	Keeper of Crypt	Хранитель Склепа
ghost_workshop	Master	Master	Мастер
zombie_workshop	Gatekeeper	Gatekeeper	Привратник
imp_death	Gargoyle	Gargoyle	Гаргулья
imp_death_2	Gargoyle	Gargoyle	Гаргулья
H9_bandit	Bandit	Guy	Бандит
H9_girl	Girl	Girl	Девушка
rickman	Rickman	Rickman	Рикман
rickman_2	Rickman	Rickman	Рикман
rickman_3	Rickman	Rickman	Рикман
rickman_4	Rickman	Rickman	Рикман
rickman_naked	Rickman	Rickman	Рикман
jumbo	Jumbo	Jumbo	Джамбо
johnny	Johnny	Johnny	Джонни
dominatrix_philippa	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа
dominatrix_philippa_2	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа
dominatrix_philippa_3	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа
agnes_1	Agnes	Agnes	Агнесс
agnes_2	Agnes	Agnes	Агнесс
bodyguard_1	Bodyguard	Bodyguard	Телохранительница
bodyguard_2	Bodyguard	Bodyguard	Телохранительница
bodyguard_3	Bodyguard	Bodyguard	Телохранительница
bodyguard_4	Bodyguard	Bodyguard	Телохранительница
christine_1	Christine	Christine	Кристина
christine_2	Christine	Christine	Кристина
guy_mask	Guy in mask	Guy	Парень в маске
bandit_rick	Bandit	Guy	Бандит
bandit_rick_2	Bandit	Guy	Бандит
bandit_rick_3	Bandit	Guy	Бандит
bandit_rick_4	Bandit	Guy	Бандит
bandit_rick_5	Bandit	Guy	Бандит
NG_bandit_rick	Bandit	Guy	Бандит
G10_bandit_male	Bandit	Guy	Бандит
bandit_female_dom	Fighter	Fighter	Боец
bandit_female_archer	Fighter	Fighter	Боец
vince_1	Vince	Vince	Винс
vince_2	Vince	Vince	Винс
bandit_female_dom_2	Fighter	Fighter	Боец
bandit_female_heal	Fighter	Fighter	Боец
gunnild	Gunnild	Gunnild	Гуннильд
mikaela	Mikaela	mikaela	Микаэла
just_sex	Just sex	Guy	Просто секс
your_best_friend	Your best friend	Guy	Твой лучший друг
sweet	Sweet	Guy	Сладенький
