spawn_ID	name	name_ES	russian	PT	DE	PL	CZ	TR	IT	FR
plague_demon	Plague Demon	Demon	Чумной демон	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon
plague_demon_2	Plague Demon	Demon	Чумной демон	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon	Plague Demon
bear_ogre	Bear the Ogre	Ogre	Медведь-Людоед	Bear the Ogre	Bear the Ogre	Bear the Ogre	Bear the Ogre	Bear the Ogre	Bear the Ogre	Bear the Ogre
human_soldier_unarmed	Soldier	Soldado	Солдат	Soldier	Soldier	Soldier	Soldier	Soldier	Soldier	Soldier
frankie_overgrown	Frankie Overgrown	Frankie	Френки-Переросток	Frankie Overgrown	Frankie Overgrown	Frankie Overgrown	Frankie Overgrown	Frankie Overgrown	Frankie Overgrown	Frankie Overgrown
stone_warrior_female	Stone Warrior	Stone	Каменный Воин	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior
stone_warrior_male	Stone Warrior	Stone	Каменный Воин	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior	Stone Warrior
furious_amazon	Furious Amazon	Amazon	Яростная Амазонка	Furious Amazon	Furious Amazon	Furious Amazon	Furious Amazon	Furious Amazon	Furious Amazon	Furious Amazon
shining_knight_male	Shining Knight	Knight	Сияющий Рыцарь	Shining Knight	Shining Knight	Shining Knight	Shining Knight	Shining Knight	Shining Knight	Shining Knight
kung_foo_preacher	Kung Foo Preacher	Preacher	Проповедник Кунг-фу	Kung Foo Preacher	Kung Foo Preacher	Kung Foo Preacher	Kung Foo Preacher	Kung Foo Preacher	Kung Foo Preacher	Kung Foo Preacher
mister_perfect	Mister Perfect	Perfect	Мистер Совершенство	Mister Perfect	Mister Perfect	Mister Perfect	Mister Perfect	Mister Perfect	Mister Perfect	Mister Perfect
night_sniper_female	Night Sniper	Sniper	Ночной снайпер	Night Sniper	Night Sniper	Night Sniper	Night Sniper	Night Sniper	Night Sniper	Night Sniper
horror_small	Horror Small	Parásito	Паразитёнок	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small
horror_small2	Horror Small	Parásito	Паразитёнок	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small	Horror Small
horror2	Dimensional Parasite	Parásito Dimensional	Пространственный паразит	Dimensional Parasite	Dimensional Parasite	Dimensional Parasite	Dimensional Parasite	Dimensional Parasite	Dimensional Parasite	Dimensional Parasite
devourer_worlds	Devourer of Worlds	Parásito	Пожиратель Миров	Devourer of Worlds	Devourer of Worlds	Devourer of Worlds	Devourer of Worlds	Devourer of Worlds	Devourer of Worlds	Devourer of Worlds
eraser	Eraser	Eraser	Стиратель	Eraser	Eraser	Eraser	Eraser	Eraser	Eraser	Eraser
horse	Horse	Horse	Конь	Horse	Horse	Horse	Horse	Horse	Horse	Horse
cow	Cow	Cow	Корова	Cow	Cow	Cow	Cow	Cow	Cow	Cow
skullhead	Skullhead	Skullhead	Черепоголовый	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead
R9_skullhead	Skullhead	Skullhead	Черепоголовый	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead	Skullhead
she_female	Cow	Cow	сучка	Cow	Cow	Cow	Cow	Cow	Cow	Cow
kind_wizard	Kind Wizard	kind wizard	Добрый волшебник	Kind Wizard	Kind Wizard	Kind Wizard	Kind Wizard	Kind Wizard	Kind Wizard	Kind Wizard
adept_death_female	Adept of Death	Adept	Адептка Смерти	Adepto da Morte	Adept des Todes	Adept Smierci	Adept of Death	Adept of Death	Adept of Death	Adepte de la Mort
adept_death_male	Adept of Death	Adept	Адепт Смерти	Adepto da Morte	Adept des Todes	Adept Smierci	Adept of Death	Adept of Death	Adept of Death	Adepte de la Mort
archer_death_female	Adept of Death	Adept	Адептка Смерти	Adepto da Morte	Adept des Todes	Adept Smierci	Adept of Death	Adept of Death	Adept of Death	Adepte de la Mort
archer_death_male	Adept of Death	Adept	Адепт Смерти	Adepto da Morte	Adept des Todes	Adept Smierci	Adept of Death	Adept of Death	Adept of Death	Adepte de la Mort
adept_necromancer_female	Necromancer	Necromancer	Некромантка	Necromante	Nekromant	Nekromanta	Nekromant	Nekromansçı	Negromante	Nécromancien
fire_freak	Fire Freak	Freak	Огненный уродец	Fire Freak	Fire Freak	Fire Freak	Fire Freak	Fire Freak	Fire Freak	Fire Freak
dominic_braveear	Dominic Braveear	dominic_braveear	Доминик Брейвир	Dominic Braveear	Dominic Braveear	Dominic Braveear	Dominic Braveear	Dominic Braveear	Dominic Braveear	Dominic Braveear
honorary_guardian_nabiya	Honorary Guardian Nabiya	Nabiya	Почётный страж Набия	Honorary Guardian Nabiya	Honorary Guardian Nabiya	Honorary Guardian Nabiya	Honorary Guardian Nabiya	Honorary Guardian Nabiya	Honorary Guardian Nabiya	Honorary Guardian Nabiya
priest_warrior_vernon	Priest-Warrior Vernon	Vernon	Священник-воин Вернон	Priest-Warrior Vernon	Priest-Warrior Vernon	Priest-Warrior Vernon	Priest-Warrior Vernon	Priest-Warrior Vernon	Priest-Warrior Vernon	Priest-Warrior Vernon
honorary_guardian_sylvia	Honorary Guardian Sylvia	Sylvia	Почётный страж Сильвия	Honorary Guardian Sylvia	Honorary Guardian Sylvia	Honorary Guardian Sylvia	Honorary Guardian Sylvia	Honorary Guardian Sylvia	Honorary Guardian Sylvia	Honorary Guardian Sylvia
disciple_deborg	Disciple Deborg	Deborg	Послушник Деборг	Disciple Deborg	Disciple Deborg	Disciple Deborg	Disciple Deborg	Disciple Deborg	Disciple Deborg	Disciple Deborg
priestess_agarta_earvist	Priestess Agarta Earvist	Zombie	Жрица Агарта Ирвист	Priestess Agarta Earvist	Priestess Agarta Earvist	Priestess Agarta Earvist	Priestess Agarta Earvist	Priestess Agarta Earvist	Priestess Agarta Earvist	Priestess Agarta Earvist
supreme_priest_killian	Supreme Priest Killian	Killian	Верховный жрец Киллиан	Supreme Priest Killian	Supreme Priest Killian	Supreme Priest Killian	Supreme Priest Killian	Supreme Priest Killian	Supreme Priest Killian	Supreme Priest Killian
villager_male_purple	Villager	Aldeano	Селянин	Aldeão	Bürger	Wieśniak	Vesničan	Köylü	Paesano	Villager
swamp_rat2	Swamp Scavenger	Carroñero	Болотный Падальщик	Swamp Scavenger	Swamp Scavenger	Swamp Scavenger	Swamp Scavenger	Swamp Scavenger	Swamp Scavenger	Swamp Scavenger
swamp_critter	Swamp critter	swamp_critter	Болотная тварь	Swamp critter	Swamp critter	Swamp critter	Swamp critter	Swamp critter	Swamp critter	Swamp critter
swamp_horror	Swamp horror	swamp_horror	Болотный кошмар	Swamp horror	Swamp horror	Swamp horror	Swamp horror	Swamp horror	Swamp horror	Swamp horror
spotted_swamp_critter	Spotted swamp critter	spotted_swamp_critter	Пятнистая болотная тварь	Spotted swamp critter	Spotted swamp critter	Spotted swamp critter	Spotted swamp critter	Spotted swamp critter	Spotted swamp critter	Spotted swamp critter
mad_fox	Mad fox	mad_fox	Бешеная лиса	Mad fox	Mad fox	Mad fox	Mad fox	Mad fox	Mad fox	Mad fox
rarefied_deer	Rarefied deer	rarefied_deer	Разряенный олень	Rarefied deer	Rarefied deer	Rarefied deer	Rarefied deer	Rarefied deer	Rarefied deer	Rarefied deer
polar_bear_2	Winter Bear	Oso	Белый Медведь	Winter Bear	Winter Bear	Winter Bear	Winter Bear	Winter Bear	Winter Bear	Winter Bear
snow_leopard_2	Snow Leopard	Vampiro	Снежный барс	Snow Leopard	Snow Leopard	Snow Leopard	Snow Leopard	Snow Leopard	Snow Leopard	Snow Leopard
ice_drake_2	Ice Drake	Draco de Hielo	Ледяной Драконид	Dragão do Gelo	Eisdrache	Lodowy smok	Ledový drak	Buz Ejderhası	Drago dei Ghiacci	Ice Drake
ice_worm	Ice Worm	worm	Ледяной червь	Ice Worm	Ice Worm	Ice Worm	Ice Worm	Ice Worm	Ice Worm	Ice Worm
warrior_northman_female	Warrior Northman	Warrior	Воин-Северянка	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
warrior_northman_male	Warrior Northman	Warrior	Воин-Северянин	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
warrior_northman_female_2	Warrior Northman	Warrior	Воин-Северянка	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
warrior_northman_female_3	Warrior Northman	Warrior	Воин-Северянка	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
warrior_northman_male_2	Warrior Northman	Warrior	Воин-Северянин	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
warrior_northman_male_3	Warrior Northman	Warrior	Воин-Северянин	Guerreiro Nórdico	Nordischer Krieger	Nordycki Wojownik	Severský Válečník	Kuzeyli Savaşçı	Guerriero del Nord	Guerrier du Nord
sorceress_northman	Sorceress Northman	Sorceress	Чародейка-Северянка	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman
sorceress_northman_2	Sorceress Northman	Sorceress	Чародейка-Северянка	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman	Sorceress Northman
J8_13_bandit	Hooded man	Hooded	Подозрительный тип	Hooded man	Hooded man	Hooded man	Hooded man	Hooded man	Hooded man	Hooded man
honorary_guardian_female	Honorary Guardian	Honorary	Почётный страж 	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian
honorary_guardian_male	Honorary Guardian	Honorary	Почётный страж 	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian	Honorary Guardian
priest_warrior_ryurger	Priest-Warrior Ryurger	Ryurger	Священник-воин Рюргер	Priest-Warrior Ryurger	Priest-Warrior Ryurger	Priest-Warrior Ryurger	Priest-Warrior Ryurger	Priest-Warrior Ryurger	Priest-Warrior Ryurger	Priest-Warrior Ryurger
honorary_guardian_glover	Honorary Guardian Glover	Glover	Почётный страж Гловер 	Honorary Guardian Glover	Honorary Guardian Glover	Honorary Guardian Glover	Honorary Guardian Glover	Honorary Guardian Glover	Honorary Guardian Glover	Honorary Guardian Glover
priestess_warrior_anabel	Priestess-Warrior Anabel	Anabel	Священница-воин Анабель	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel
priestess_warrior_anabel_2	Priestess-Warrior Anabel	Anabel	Священница-воин Анабель	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel	Priestess-Warrior Anabel
disciple_auburn	Disciple Auburn	Auburn	Послушник Каштан	Disciple Auburn	Disciple Auburn	Disciple Auburn	Disciple Auburn	Disciple Auburn	Disciple Auburn	Disciple Auburn
domesticated_polar_bear	Tame polar bear	domesticated_polar_bear	Ручной белый медведь	Tame polar bear	Tame polar bear	Tame polar bear	Tame polar bear	Tame polar bear	Tame polar bear	Tame polar bear
human_archer_female	Archer	Arquero	Лучница	Arqueiro	Bogenschütze	Lucznik	Lučištník	Okçu	Arciere	Archer
huntress_scarlett	Huntress Scarlett	Scarlett	Охотница Скарлетт	Huntress Scarlett	Huntress Scarlett	Huntress Scarlett	Huntress Scarlett	Huntress Scarlett	Huntress Scarlett	Huntress Scarlett
hunter_mironn	Hunter Mironn	Mironn	Охотник Миронн	Hunter Mironn	Hunter Mironn	Hunter Mironn	Hunter Mironn	Hunter Mironn	Hunter Mironn	Hunter Mironn
sirius_molten	Sirius Molten	Sirius	Сириус Мортен	Sirius Molten	Sirius Molten	Sirius Molten	Sirius Molten	Sirius Molten	Sirius Molten	Sirius Molten
savage_female	Savage	Savage	Дикарка	Savage	Savage	Savage	Savage	Savage	Savage	Savage
savage_female_2	Savage	Savage	Дикарка	Savage	Savage	Savage	Savage	Savage	Savage	Savage
J8_2_banbit	Bandit	Bandido	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
J7_13_yeti	Yeti	Yeti	Йетти	Yeti	Yeti	Yeti	Yeti	Yeti	Yeti	Yeti
J7_8_banbit	Bandit	Bandido	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
demon_bear	Demon-Bear	Demon-Bear	Демонический медведь	Demon-Bear	Demon-Bear	Demon-Bear	Demon-Bear	Demon-Bear	Demon-Bear	Demon-Bear
village_werewolf	Werewolf	Hombre-Lobo Furioso	Оборотень	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf
J8_4_werewolf	Werewolf	Hombre-Lobo Furioso	Оборотень	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf	Werewolf
good_bitch_1	Harlot	Bandido Élite	Блудница	Meretriz	Dirne	Ladacznica	Nevěstka	Fahişe	Prostituta	Prostituée
good_bitch_2	Harlot	Bandido Élite	Блудница	Meretriz	Dirne	Ladacznica	Nevěstka	Fahişe	Prostituta	Prostituée
preator_anwar	Praetor Anwar	Praetor Anwar	Претор Анвар	Praetor Anwar	Praetor Anwar	Praetor Anwar	Praetor Anwar	Praetor Anwar	Praetor Anwar	Praetor Anwar
jude	Jude	Jude	Джуд	Jude	Jude	Jude	Jude	Jude	Jude	Jude
said	Said	Said	Саид	Said	Said	Said	Said	Said	Said	Said
makbul	Makbul	Makbul	Макбул	Makbul	Makbul	Makbul	Makbul	Makbul	Makbul	Makbul
nail	Nail	Nail	Наиль	Nail	Nail	Nail	Nail	Nail	Nail	Nail
nail_2	Nail	Nail	Наиль	Nail	Nail	Nail	Nail	Nail	Nail	Nail
magician_fire	Magician of Fire	Mag	Маг огня	Magician of Fire	Magician of Fire	Magician of Fire	Magician of Fire	Magician of Fire	Magician of Fire	Magician of Fire
runaway_slave_male_2	Runaway slave	runaway slave	Беглый раб	Escravo Fugitivo	Entlaufener Sklave	Zbiegly Niewolnik	Runaway slave	Runaway slave	Runaway slave	Runaway slave
runaway_slave_male	Runaway slave	runaway slave	Беглый раб	Escravo Fugitivo	Entlaufener Sklave	Zbiegly Niewolnik	Runaway slave	Runaway slave	Runaway slave	Runaway slave
runaway_slave_female_2	Runaway slave	runaway slave	Беглая рабыня	Escravo Fugitivo	Entlaufener Sklave	Zbiegly Niewolnik	Runaway slave	Runaway slave	Runaway slave	Runaway slave
runaway_slave_female	Runaway slave	runaway slave	Беглая рабыня	Escravo Fugitivo	Entlaufener Sklave	Zbiegly Niewolnik	Runaway slave	Runaway slave	Runaway slave	Runaway slave
C9_blood_wraith	Blood Wraith	Blood Wraith	Кровавый Призрак	Blood Wraith	Blood Wraith	Blood Wraith	Blood Wraith	Blood Wraith	Blood Wraith	Blood Wraith
lavaman	Lavaman	Lavaman	Лавовик	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman
lavaman2	Lavaman	Lavaman	Лавовик	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman	Lavaman
C8_demonic_captain	Demonic Commander	Demonic Commander	Демонический Командир	Demonic Commander	Demonic Commander	Demonic Commander	Demonic Commander	Demonic Commander	Demonic Commander	Demonic Commander
femipet	Femipet	Femipet	Фёмипет	Femipet	Femipet	Femipet	Femipet	Femipet	Femipet	Femipet
gruselig	Gruselig	Gruselig	Груселинг	Gruselig	Gruselig	Gruselig	Gruselig	Gruselig	Gruselig	Gruselig
NG_house_banbit	Thief	Thief	Вор	Ladrão	Dieb	Zlodziej	Zloděj	Hırsız	Ladro	Voleur
H10_banbit	Bandit	Bandit	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
K11_wizard	Wizard	Wizard	Волшебник	Mago	Zauberer	Czarodziej	Čaroděj	Büyücü	Mago	Sorcier
percival	Percival	Percival	Персиваль	Percival	Percival	Percival	Percival	Percival	Percival	Percival
percival2	Percival	Percival	Персиваль	Percival	Percival	Percival	Percival	Percival	Percival	Percival
C8_demon	Demon	Demon	Демон	Demônio	Dämon	Demon	Démon	Şeytan	Demone	Démon
male_backwards	Guy	Guy	Мужик	Guy	Guy	Guy	Guy	Guy	Guy	Guy
male_upsidedown	Guy	Guy	Мужик	Guy	Guy	Guy	Guy	Guy	Guy	Guy
male_bighead	Big Head	big head	Большая башка	Big Head	Big Head	Big Head	Big Head	Big Head	Big Head	Big Head
male_impenetrable	Impenetrable	Impenetrable	Непрошибаемый	Impenetrable	Impenetrable	Impenetrable	Impenetrable	Impenetrable	Impenetrable	Impenetrable
golem_workshop	Golem	Golem	Голем	Golem	Golem	Golem	Golem	Golem	Golem	Golem
knight_workshop	Keeper of Crypt	Keeper of Crypt	Хранитель Склепа	Keeper of Crypt	Keeper of Crypt	Keeper of Crypt	Keeper of Crypt	Keeper of Crypt	Keeper of Crypt	Keeper of Crypt
ghost_workshop	Master	Master	Мастер	Master	Master	Master	Master	Master	Master	Master
zombie_workshop	Gatekeeper	Gatekeeper	Привратник	Porteiro	Torwächter	Gatekeeper	Gatekeeper	Gatekeeper	Gatekeeper	Gatekeeper
imp_death	Gargoyle	Gargoyle	Гаргулья	Gárgula	Gargoyle	Gargoyle	Gargoyle	Gargoyle	Gargoyle	Gargoyle
imp_death_2	Gargoyle	Gargoyle	Гаргулья	Gárgula	Gargoyle	Gargoyle	Gargoyle	Gargoyle	Gargoyle	Gargoyle
H9_bandit	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
H9_girl	Girl	Girl	Девушка	Girl	Girl	Girl	Girl	Girl	Girl	Girl
rickman	Rickman	Rickman	Рикман	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman
rickman_2	Rickman	Rickman	Рикман	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman
rickman_3	Rickman	Rickman	Рикман	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman
rickman_4	Rickman	Rickman	Рикман	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman
rickman_naked	Rickman	Rickman	Рикман	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman	Rickman
jumbo	Jumbo	Jumbo	Джамбо	Jumbo	Jumbo	Jumbo	Jumbo	Jumbo	Jumbo	Jumbo
johnny	Johnny	Johnny	Джонни	Johnny	Johnny	Johnny	Johnny	Johnny	Johnny	Johnny
dominatrix_philippa	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa
dominatrix_philippa_2	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa
dominatrix_philippa_3	Dominatrix Philippa	Dominatrix Philippa	Госпожа Филиппа	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa	Dominatrix Philippa
agnes_1	Agnes	Agnes	Агнесс	Agnes	Agnes	Agnes	Agnes	Agnes	Agnes	Agnes
agnes_2	Agnes	Agnes	Агнесс	Agnes	Agnes	Agnes	Agnes	Agnes	Agnes	Agnes
bodyguard_1	Bodyguard	Bodyguard	Телохранительница	Guarda-costas	Leibwächter	Ochroniarz	Osobní Strážce	Koruma	Guardia del Corpo	Garde du Corps
bodyguard_2	Bodyguard	Bodyguard	Телохранительница	Guarda-costas	Leibwächter	Ochroniarz	Osobní Strážce	Koruma	Guardia del Corpo	Garde du Corps
bodyguard_3	Bodyguard	Bodyguard	Телохранительница	Guarda-costas	Leibwächter	Ochroniarz	Osobní Strážce	Koruma	Guardia del Corpo	Garde du Corps
bodyguard_4	Bodyguard	Bodyguard	Телохранительница	Guarda-costas	Leibwächter	Ochroniarz	Osobní Strážce	Koruma	Guardia del Corpo	Garde du Corps
christine_1	Christine	Christine	Кристина	Christine	Christine	Christine	Christine	Christine	Christine	Christine
christine_2	Christine	Christine	Кристина	Christine	Christine	Christine	Christine	Christine	Christine	Christine
guy_mask	Guy in mask	Guy	Парень в маске	Guy in mask	Guy in mask	Guy in mask	Guy in mask	Guy in mask	Guy in mask	Guy in mask
bandit_rick	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_rick_2	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_rick_3	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_rick_4	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_rick_5	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
NG_bandit_rick	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
G10_bandit_male	Bandit	Guy	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
bandit_female_dom	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
bandit_female_archer	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
vince_1	Vince	Vince	Винс	Vince	Vince	Vince	Vince	Vince	Vince	Vince
vince_2	Vince	Vince	Винс	Vince	Vince	Vince	Vince	Vince	Vince	Vince
bandit_female_dom_2	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
bandit_female_heal	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
gunnild	Gunnild	Gunnild	Гуннильд	Gunnild	Gunnild	Gunnild	Gunnild	Gunnild	Gunnild	Gunnild
mikaela	Mikaela	mikaela	Микаэла	Mikaela	Mikaela	Mikaela	Mikaela	Mikaela	Mikaela	Mikaela
just_sex	Just sex	Guy	Просто секс	Just sex	Just sex	Just sex	Just sex	Just sex	Just sex	Just sex
your_best_friend	Your best friend	Guy	Твой лучший друг	Your best friend	Your best friend	Your best friend	Your best friend	Your best friend	Your best friend	Your best friend
sweet	Sweet	Guy	Сладенький	Sweet	Sweet	Sweet	Sweet	Sweet	Sweet	Sweet
bandit_captive	Bandit	Bandit	Бандит	Bandido	Bandit	Bandyta	Bandita	Haydut	Bandito	Bandit
female_scream	scream	scream	крик	scream	scream	scream	scream	scream	scream	scream
male_scream	scream	scream	крик	scream	scream	scream	scream	scream	scream	scream
F10_bandit_female_archer	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
F10_bandit_female_heal	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
bandit_female_setup	Fighter	Fighter	Боец	Lutador	Kämpfer	Wojownik	Bojovník	Savaşçı	Combattente	Combattant
male_green_1	Little green man	green man	Зелёный человечек	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man
male_green_2	Little green man	green man	Зелёный человечек	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man
male_green_3	Little green man	green man	Зелёный человечек	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man	Little green man
male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman	male_invisibleman
male_littleman	Littleman	Littleman	Маленький человечек	Littleman	Littleman	Littleman	Littleman	Littleman	Littleman	Littleman
female_cornstalk	Cornstalk	Cornstalk	Дылда	Cornstalk	Cornstalk	Cornstalk	Cornstalk	Cornstalk	Cornstalk	Cornstalk
statue	Stone Guardian	Vince	Каменный страж	Stone Guardian	Stone Guardian	Stone Guardian	Stone Guardian	Stone Guardian	Stone Guardian	Stone Guardian
god_male	Prisoner of Temple	Prisoner	Пленник храма	Prisoner of Temple	Prisoner of Temple	Prisoner of Temple	Prisoner of Temple	Prisoner of Temple	Prisoner of Temple	Prisoner of Temple
knave_male	Neville	Neville	Невилл	Neville	Neville	Neville	Neville	Neville	Neville	Neville
father_knave	Baldwin	Baldwin	Болдуин	Baldwin	Baldwin	Baldwin	Baldwin	Baldwin	Baldwin	Baldwin
giant_polar_elder	Giant Polar Elder	Polar Elder	Гиганский белый медведь	Giant Polar Elder	Giant Polar Elder	Giant Polar Elder	Giant Polar Elder	Giant Polar Elder	Giant Polar Elder	Giant Polar Elder
ancient_troll	Ancient Troll	Troll	Древний тролль	Ancient Troll	Ancient Troll	Ancient Troll	Ancient Troll	Ancient Troll	Ancient Troll	Ancient Troll
sealmaster_1	Sealmaster	sealmaster	Хранитель печати	Mestre dos Selos	Siegelmeister	Mistrz Pieczeci	Sealmaster	Sealmaster	Sealmaster	Sealmaster
sealmaster_2	Sealmaster	sealmaster	Хранитель печати	Mestre dos Selos	Siegelmeister	Mistrz Pieczeci	Sealmaster	Sealmaster	Sealmaster	Sealmaster
sealmaster_3	Sealmaster	sealmaster	Хранитель печати	Mestre dos Selos	Siegelmeister	Mistrz Pieczeci	Sealmaster	Sealmaster	Sealmaster	Sealmaster
sealmaster_4	Sealmaster	sealmaster	Хранитель печати	Mestre dos Selos	Siegelmeister	Mistrz Pieczeci	Sealmaster	Sealmaster	Sealmaster	Sealmaster
whitewater	whitewater	whitewater	Капитан	whitewater	whitewater	whitewater	whitewater	whitewater	whitewater	whitewater
chea	chea	chea	Чиа	chea	chea	chea	chea	chea	chea	chea
nisor	nisor	nisor	Нисор	nisor	nisor	nisor	nisor	nisor	nisor	nisor
gilmour	gilmour	gilmour	Гилмор	gilmour	gilmour	gilmour	gilmour	gilmour	gilmour	gilmour
glarium	glarium	glarium	Глариум	glarium	glarium	glarium	glarium	glarium	glarium	glarium
brawley	brawley	brawley	Бровли	brawley	brawley	brawley	brawley	brawley	brawley	brawley
bouncer	bouncer	bouncer	Приврат	Segurança	Türsteher	Bramkarz	Vyhazovač	Fedai	Buttafuori	Videur
daukar	daukar	daukar	Даукар	daukar	daukar	daukar	daukar	daukar	daukar	daukar
rakkus	rakkus	rakkus	Раккус	rakkus	rakkus	rakkus	rakkus	rakkus	rakkus	rakkus
gnulbam	gnulbam	gnulbam	Гнулбам	gnulbam	gnulbam	gnulbam	gnulbam	gnulbam	gnulbam	gnulbam
aglaron	aglaron	aglaron	Агларон	aglaron	aglaron	aglaron	aglaron	aglaron	aglaron	aglaron
misara	misara	misara	Мисара	misara	misara	misara	misara	misara	misara	misara
arabelle	arabelle	arabelle	Арабелле	arabelle	arabelle	arabelle	arabelle	arabelle	arabelle	arabelle
deap_shadow	shadow	shadow	Глубокая Тень	shadow	shadow	shadow	shadow	shadow	shadow	shadow
demetr	demetr	demetr	Деметр	demetr	demetr	demetr	demetr	demetr	demetr	demetr
jenard	jenard	jenard	Дженард	jenard	jenard	jenard	jenard	jenard	jenard	jenard
